 epoch | dice_score
   177 | 0.6068577156510464
   178 | 0.5890572930491248
   179 | 0.5870483933493148
   180 | 0.6028261655984923
   181 | 0.6049717054810635
   182 | 0.6088346353797025
   183 | 0.5820643125578414
   184 | 0.554759495480116
   185 | 0.584842324256897
   186 | 0.6071783636891565
   187 | 0.6117188292880391
   188 | 0.5999925593997157
   189 | 0.6160686889360117
   190 | 0.5709868600202161
   191 | 0.5598793168400609
   192 | 0.5955419277035913
   193 | 0.6076255676358245
   194 | 0.5851114586342213
   195 | 0.5931622261224792
   196 | 0.6032323754111002
   197 | 0.6065647934758386
   198 | 0.5991731230602708
   199 | 0.62055001841035
   200 | 0.6020827820134718
 latest | 0.6020827820134718
