 epoch | dice_score
     1 | 0.04162600233834129
     2 | 0.03456387035467467
     3 | 0.17976253570753237
     4 | 0.18194455042113225
     5 | 0.2283591749173654
     6 | 0.2423549527843851
     7 | 0.21125104859861177
     8 | 0.2670064107514918
     9 | 0.1772326334125124
    10 | 0.23920786241069436
    11 | 0.23153201672505738
    12 | 0.20874762067809527
    13 | 0.25956428702108475
    14 | 0.3004483410406338
    15 | 0.2681566240959043
    16 | 0.17171338927217347
    17 | 0.2981365833723874
    18 | 0.2564921706852633
    19 | 0.2622499875142239
    20 | 0.22865800611501516
    21 | 0.237985132532844
    22 | 0.24865440792555726
    23 | 0.301876578063076
    24 | 0.2528555427872857
    25 | 0.27806146942122384
    26 | 0.17857514758226137
    27 | 0.24202912734472193
    28 | 0.14381470279984696
    29 | 0.2529793363118674
    30 | 0.2264320605521112
    31 | 0.20277866584703672
    32 | 0.2134783822165932
    33 | 0.1114305712196023
    34 | 0.24550136931641245
    35 | 0.2321255034658798
    36 | 0.22592142809095772
    37 | 0.26190305676657794
    38 | 0.24843133375763374
    39 | 0.2629310395135436
    40 | 0.25353137470868436
    41 | 0.295444441256709
    42 | 0.24226464983211224
    43 | 0.21239227439861658
    44 | 0.30002820104100675
    45 | 0.2610050933692756
    46 | 0.29685242771885767
    47 | 0.24170082575793184
    48 | 0.20867743629009225
    49 | 0.29584479337926345
    50 | 0.14884832773227677
    51 | 0.3234122945374788
    52 | 0.23694466067434744
    53 | 0.20303782502319231
    54 | 0.29746031396220934
    55 | 0.24446204852659342
    56 | 0.17369581390778685
    57 | 0.16684292378120644
    58 | 0.20474807841183487
    59 | 0.15282926028377788
    60 | 0.28901416730395585
    61 | 0.2346694960007119
    62 | 0.2252646167491844
    63 | 0.22705637978736398
    64 | 0.2078222697167549
    65 | 0.24930915963662745
    66 | 0.23144843572680296
    67 | 0.2712571386310142
    68 | 0.28902807660119306
    69 | 0.2780935845695176
    70 | 0.28695040410601125
    71 | 0.24299990932381343
    72 | 0.18268266054639204
    73 | 0.2964084290108795
    74 | 0.3088972719256268
    75 | 0.3140430934077432
    76 | 0.32287958910320563
    77 | 0.20224961519734067
    78 | 0.2581152129636774
    79 | 0.30101269026026994
    80 | 0.280025931437998
    81 | 0.3138258588110465
    82 | 0.32388994339203764
    83 | 0.27019139069544024
    84 | 0.257917498671558
    85 | 0.3263381241365921
    86 | 0.19691350923981085
    87 | 0.302593985171772
    88 | 0.12943487390226058
    89 | 0.1337013337219697
    90 | 0.25149228660996226
    91 | 0.2785922746406868
    92 | 0.2650204638539012
    93 | 0.3041620091250881
    94 | 0.27229776730501026
    95 | 0.160548688800529
    96 | 0.24592426937983133
    97 | 0.21946178905146066
    98 | 0.1798245492716168
    99 | 0.17637102073058486
   100 | 0.3131243746110433
 latest | 0.22035841518731483
