 epoch | dice_score
     1 | 0.041630859984907995
     2 | 0.03456696244173272
     3 | 0.17984936126442844
     4 | 0.1822199405625809
     5 | 0.22899989333263662
     6 | 0.24306719940762186
     7 | 0.21147319743799609
     8 | 0.268268930357556
     9 | 0.17757022242213405
    10 | 0.23951723270638045
    11 | 0.2328514997349229
    12 | 0.21041236367336538
    13 | 0.2607915027197017
    14 | 0.301781834557999
    15 | 0.2677427308503972
    16 | 0.17181847261828045
    17 | 0.299346060253853
    18 | 0.25809403907421025
    19 | 0.26298634257427483
    20 | 0.22976953622906707
    21 | 0.23993390659953273
    22 | 0.25012525985407275
    23 | 0.3031392249950143
    24 | 0.2540611527686895
    25 | 0.27766998978548274
    26 | 0.18022114870160125
    27 | 0.2426666021347046
    28 | 0.14636436451313106
    29 | 0.25479416375936464
    30 | 0.22854672476302745
    31 | 0.2051373526107433
    32 | 0.21557111379712127
    33 | 0.11364504764246386
    34 | 0.24621912351874417
    35 | 0.23432853471401127
    36 | 0.22803153270898863
    37 | 0.2635982299959937
    38 | 0.25007778267527736
    39 | 0.2639904493509337
    40 | 0.25411959858827815
    41 | 0.2961041553075923
    42 | 0.24290502071380615
    43 | 0.2147334287332934
    44 | 0.29936869477116784
    45 | 0.26172490868457526
    46 | 0.2984057942102122
    47 | 0.24326719239700673
    48 | 0.2106463867564534
    49 | 0.2977346181869507
    50 | 0.15100437541340672
    51 | 0.3248959183692932
    52 | 0.23710353291311928
    53 | 0.20529591621354568
    54 | 0.2999157351116801
    55 | 0.2455499657364779
    56 | 0.17570204651632973
    57 | 0.16923915785412455
    58 | 0.2069184835567031
    59 | 0.15539097231487894
    60 | 0.2917426394861798
    61 | 0.23647983268249867
    62 | 0.22736470921095028
    63 | 0.22898938073668368
    64 | 0.21010929207469142
    65 | 0.25179920778718107
    66 | 0.23328778771466988
    67 | 0.27257804676543834
    68 | 0.29293943560400676
    69 | 0.28174580806909605
    70 | 0.2909625574599865
    71 | 0.24457309412401776
    72 | 0.18439191441203273
    73 | 0.3009256554204364
    74 | 0.31427319521127745
    75 | 0.316807369853175
    76 | 0.3219241222669912
    77 | 0.20363126660502234
    78 | 0.25974465802658436
    79 | 0.3034847240115321
    80 | 0.28312418627184494
    81 | 0.3161614357038986
    82 | 0.3257957239483678
    83 | 0.27616883987604185
    84 | 0.26106510190076604
    85 | 0.3289472724116126
    86 | 0.20036048251529073
    87 | 0.3085328077161035
    88 | 0.1321427863697673
    89 | 0.13641915626304094
    90 | 0.25548837628475457
    91 | 0.28271006983379987
    92 | 0.2725828151370204
    93 | 0.31281742800113765
    94 | 0.27897130334100056
    95 | 0.16304834637531015
    96 | 0.25292370624320454
    97 | 0.22543232246886852
    98 | 0.18348973573640334
    99 | 0.1786724093348481
   100 | 0.31683472561281784
 latest | 0.31683472561281784
